uid	pubdate	authors	title	fulljournalname	elocationid
40483270	2025 Jun 7	Kimura A, Mitsuda J, Yoshimura K, Saburi S, Murakami N, Sakurai N, Yoshizawa K, Morimoto H, Mukudai S, Nagao H, Ogi H, Shibata S, Miyagawa-Hayashino A, Konishi E, Itoh K, Hirano S, Tsujikawa T	Neoadjuvant therapy-induced immune dynamics and myeloid-associated resistance in advanced head and neck cancer.	NPJ precision oncology	doi: 10.1038/s41698-025-00954-1
40482974	2025 Jun 5	Canossi A, Vistoli F, Sebastiani P, Colanardi A, Del Beato T, Panarese A	Serum PD-L1 and CTLA-4 levels as biomarkers of acute rejection and renal dysfunction in kidney transplant recipients.	Transplant immunology	doi: 10.1016/j.trim.2025.102250
40482003	2025 Jun 7	Green MF, Wallen ZD, Ko HC, Strickland KC, Dillard A, Conroy JM, Dash DP, Nesline MK, DePietro P, Zhang S, Saini KS, Sathyan P, Eisenberg M, Caveney B, Ramkissoon S, Severson EA, Previs RA	Utilization of a Multi-modal Comprehensive Genomic and Immune Profiling Testing Strategy Results in a High Rate of Test Success and Detection of Clinically Relevant Biomarkers While Optimizing Tissue Usage.	Molecular diagnosis & therapy	doi: 10.1007/s40291-025-00793-7
40481961	2025 Jun 7	Piermattei A, Migliara G, Feraco A, Bruno C, Cioni L, Zhang Q, Padial-Urtueta B, Merenda E, Fadda G, Raffaelli M, Larocca LM, Mule A, Pontecorvi A, Rossi ED	Evaluation of PD-L1, TERT promoter mutations, and BRAFV600E mutation in poorly differentiated, differentiated high grade thyroid carcinoma and anaplastic carcinoma of the thyroid: our institutional experience.	Virchows Archiv : an international journal of pathology	doi: 10.1007/s00428-025-04134-1
40481544	2025 Jun 6	Nikonezhad B, Lotfian M, Manavi N, Zamani A, Mahdevar M	Insights into the E2F target genes in breast cancer: associations of pathway genes with prognosis and immune cell filtration based on in silico and ex vivo analyses.	Cancer cell international	doi: 10.1186/s12935-025-03839-2
40480558	2025 Jun 4	Luo Y, Wang X, Li Y, Duan D, Liu K, Lei M, Zhang L, Zhu Y	Carrier-free Nanotherapeutics unleashed: Ce6/siPD-L1 co-delivery system synergizes photodynamic and RNAi therapies to combat breast cancer.	International journal of biological macromolecules	doi: 10.1016/j.ijbiomac.2025.144962
40480146	2025 Aug	Shen W, Li Z, Huang J, Zhang G, Tang Y, Fan W, Li J	Development and validation of nomogram including mutations in angiogenesis-related genes as risk factors for HCC patients treated with TACE.	Translational oncology	doi: 10.1016/j.tranon.2025.102437
40480079	2025 May 29	Yang C, Xu Y, Lin Z, Zhang A, Li L, Ye Z, Zhang Q, Hu H, Ren G, Cheng P, Wang Z, Wang O	Spatial discovery of pyrotinib overcoming HER2-positive breast cancer resistance by breaking fibroblast-induced immune barriers.	Drug resistance updates : reviews and commentaries in antimicrobial and anticancer chemotherapy	doi: 10.1016/j.drup.2025.101261
40479646	2025 Jun 6	Dharini AG, Kejamurthy P, Ramya Devi KT	Co-regulation of miRNA and lncRNA on immunosuppression gene: unveiling the regulatory networks in cancer.	Nucleosides, nucleotides & nucleic acids	doi: 10.1080/15257770.2025.2514129
40476645	2025 Jun 6	Petrelli F, Ghidini A, Sarno I, Iaculli A, Irene A, Moleri G, Rossitto M, Dottorini L	Adding immune checkpoint inhibitors to chemotherapy in elderly cancer patients: Beneficial for many but not all?	Tumori	doi: 10.1177/03008916251328539
40475857	2025 Jun	Yuan W, Jiang X, Qin J, Wang S, Liu M, Jin J, Geng F, Pan X, Zhang J	A smart all-in-one strategy based on hybrid bacteria with targeting drug delivery and spatiotemporal drug release to boost the synergistic therapeutic efficacy against TNBC.	Materials today. Bio	doi: 10.1016/j.mtbio.2025.101849
40475838	2025 Jun	Alhariri B, Elfatih A, Elhassan OO, Elfatih M, Kheir AM, Elkhatib R	Lung Adenocarcinoma With Extensive Vascular Invasion and Retinal Metastasis: A Case Report.	Respirology case reports	doi: 10.1002/rcr2.70170
40475779	2025	Ferreira CA, Potluri HK, Mahmoudian M, Massey CF, Grudzinski JJ, Carston AM, Clemons NB, Idrissou MB, Thickens AS, Rosenkrans ZT, Choi C, Kerr CP, Pinchuk AN, Kwon O, Jeffery JJ, Bednarz BP, Morris ZS, Weichert JP, McNeel DG, Hernandez R	Immunomodulatory effects of alpha vs beta radiopharmaceutical therapy in murine prostate cancer.	Frontiers in immunology	doi: 10.3389/fimmu.2025.1563387
40475777	2025	Wang S, Wang Z, Liu M, Sun X	Role of extracellular vesicles in cancer: implications in immunotherapeutic resistance.	Frontiers in immunology	doi: 10.3389/fimmu.2025.1581635
40475772	2025	Agustoni F, Yu H, Ellison K, Smith D, Mitchell P, Rivalland G, Dziadziuszko R, Gao D, Ren S, Rivard CJ, San Millan I, Corallo S, Pedrazzoli P, Hirsch FR	Indoleamine 2,3-dioxygenase-1 expression in non-small-cell lung cancer: analyses of prevalence, clinical correlations and prognostic impact in 2 large patient cohorts.	Frontiers in immunology	doi: 10.3389/fimmu.2025.1586782
40475760	2025	Tang P, Han Z, Zhao Y, Xu T, Zhang Y, Zhu L, Song F, Gao C, Gong J, Cheng J, Wang C, Wang T, Xu J, Wang Y, Chen Z	ALG3 as a prognostic biomarker and mediator of PD-1 blockade resistance in hepatocellular carcinoma.	Frontiers in immunology	doi: 10.3389/fimmu.2025.1589153
40475652	2025 May 22	Johnson RM, Wang S, Carozza JA, Fernandez D, Scicinski J, Verity NA, Mardjuki R, Cao X, Papkoff J, Ray N, Li L	ENPP1 inhibitor with ultralong drug-target residence time as an innate immune checkpoint blockade cancer therapy.	bioRxiv : the preprint server for biology	pii: 2025.05.18.654655. doi: 10.1101/2025.05.18.654655
40475251	2025	Yang H, Yang L, Liu Y, Wang L	Adebrelimab in Small Cell Lung Cancer: From Current Advances to Emerging Combination Strategy and Challenge.	Biologics : targets & therapy	doi: 10.2147/BTT.S500470
40474706	2025 Apr	Ascione A, Botticelli A, Leopizzi M, Cerbelli E, Cirillo A, Bellavia D, Della Rocca C, d'Amati G, Cerbelli B	Immunotherapy in recurrent/metastatic head and neck squamous cell carcinoma: PD-L1 and beyond.	Pathologica	doi: 10.32074/1591-951X-1092
40474015	2025 Jun 6	Xiao J, Xia Z, Wu Z, Fang M	Clinical features, treatment, and outcomes of anti-PD-L1 induced psoriasis.	Investigational new drugs	doi: 10.1007/s10637-025-01554-3
40473974	2025 Jun 5	Qin K, Gay CM, Byers LA, Zhang J	The current and emerging immunotherapy paradigm in small-cell lung cancer.	Nature cancer	doi: 10.1038/s43018-025-00992-5
40473613	2025 Jun 5	Sun S, Chen J, Jiang S, Zhao Y, Wu T, Yan C, Li J, Zhang Y, Wang H	Macrocyclization of Unprotected Peptides via Cycloaddition between o-Diones and Furan-2(3H)-one.	Organic letters	doi: 10.1021/acs.orglett.5c01853
40473310	2025 Jun 5	Fennell É, Taylor GS, Leahy CI, Ross AM, Reynolds G, Perry T, Youd E, Skidmore J, Ramzi R, Darwish R, Hunter KJ, Willcox BE, Jermann P, Arif Jahangir C, Rahman A, Gallagher WM, Nikulina N, Ben Cheikh B, Braubach O, Mayer AT, Young LS, Grammatopoulos D, Faustini S, Richter A, Dowell AC, Venith T, Thein OS, Parekh D, Belchamber KBR, Thickett DR, Scott A, Attanoos R, Mundo L, Lazzi S, Leoncini L, Leopold G, Steven N	Multi-omic spatial profiling reveals the unique SARS-CoV-2 lung microenvironment and collagen VI as a predictive biomarker in severe COVID-19.	The European respiratory journal	pii: 2301699. doi: 10.1183/13993003.01699-2023
40473109	2025 Jun 3	Leighl NB, Paz-Ares L, Abreu DR, Hui R, Baka S, Bigot F, Nishio M, Smolin A, Ahmed S, Schoenfeld AJ, Daher S, Cortinovis DL, Di Noia V, Linardou H, Gainor JF, Dutcus C, Okpara CE, Deng X, Kush D, Arunachalam A, Song A, Cho BC	LEAP-008: Lenvatinib Plus Pembrolizumab for Metastatic NSCLC That Has Progressed After an Anti-PD-(L)1 Plus Platinum Chemotherapy.	Journal of thoracic oncology : official publication of the International Association for the Study of Lung Cancer	pii: S1556-0864(25)00750-6. doi: 10.1016/j.jtho.2025.05.020
40473108	2025 Jun 3	Peters S, Regan MM, Paz-Ares LG, Reck M, Borghaei H, O'Byrne KJ, Brahmer JR, Penrod JR, Li J, Tracy L, Yuan Y, Bushong J, Lee A, Eccles LJ, Ray S, Ramalingam SS	Treatment-Free Survival Over 6 Years of Follow-up in Patients With Metastatic Non-small Cell Lung Cancer Treated With First-Line Nivolumab Plus Ipilimumab Versus Chemotherapy in CheckMate 227 Part 1.	Journal of thoracic oncology : official publication of the International Association for the Study of Lung Cancer	pii: S1556-0864(25)00749-X. doi: 10.1016/j.jtho.2025.05.019
40472843	2025 May 24	Xie G, Gao L, Lu R, Tian L, Zheng T, Li X, Dang Y, Cole PA, Yu X, Jiang H, Chen Z	Biochemical analysis of PD-L1 ubiquitination by CRL3(SPOP), ARIH1, and NEDD4 family ubiquitin ligases.	Structure (London, England : 1993)	pii: S0969-2126(25)00183-2. doi: 10.1016/j.str.2025.05.005
40472683	2025 Jun 2	Caputo A, Angerilli V, Gambella A, L'Imperio V, Perrone G, Taffon C, Milione M, Grillo F, Mastracci L, Vanoli A, Parente P, Fassan M	Immunohistochemical biomarker scoring in gastroesophageal cancers: Can computers help us?	Pathology, research and practice	doi: 10.1016/j.prp.2025.156068
40472682	2025 Jun 4	Liang G, Ma Y, Deng P, Li S, He C, He H, Liu H, Fan Y, Li Z	Hexokinases in gastrointestinal cancers: From molecular insights to therapeutic opportunities.	Seminars in oncology	doi: 10.1016/j.seminoncol.2025.152351
